Name,Team,Cl,Ht,Pos,Games,GoalieGames,TotalGoals,GoalsPerGame,TotalAssists,AssistsPerGame,TotalPoints,PointsPerGame,GameWinningGoals,ShotAttempts,ShotsPerGame,ShotsOnGoal,ShotsOnGoalPerGame,ShotAccuracyPct,PKGoals,PKAttempts,PKPct,YellowCards,RedCards,TotalSaves,SavesPerGame,SavePct,Shutouts,GoalieMinutes,GoalsAgainst,GAA
Daragh Reilly,Akron,Sr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Dominik Renz,Elon,So.,6-2,M,19,,,,,,,,4,,,,,,,,,4,0,,,,,,,
Tate Richards,Oregon St.,Sr.,-,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Chase Ricker,Evansville,Fr.,5-8,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ricardo Rittersberger Galan,St. Bonaventure,Sr.,6-0,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Andres Rodriguez,VCU,Sr.,5-8,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Pavel Romero-Garmendia,Georgia St.,So.,5-11,M,16,,,,,,,,,,,,,,,,,4,1,,,,,,,
Bautista Rossi,Creighton,So.,5-11,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Eric Sadlocha,NJIT,So.,6-3,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Valter Salavuo,Queens (NC),So.,6-1,MD,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Diego Sanchez,FIU,Fr.,5-9,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Joan Sanchis,Rhode Island,Sr.,5-11,M,12,,,,,,,,,,,,,,,,,4,1,,,,,,,
Jack Sandmeyer,North Carolina,Sr.,6-6,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Xande Santos,Grand Canyon,So.,6-0,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Owen Santos,Chicago St.,Sr.,5-11,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Noah Sapsford,Lindenwood,Sr.,5-9,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Nicolas Scargle,West Virginia,Sr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ameer Shetiah,Purdue Fort Wayne,Sr.,5-9,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Saul Silva,Chicago St.,Jr.,5-10,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Oliver Snowdon,American,So.,5-8,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Giovanni Soares,Bowling Green,Sr.,6-2,D,16,,,,,,,,,,,,,,,,,4,1,,,,,,,
Sinan Solmaz,Kentucky,Jr.,6-3,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Andrew Sullivan,Santa Clara,So.,6-0,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Cassidy Tanddo,Saint Joseph's,Jr.,5-11,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Bacary Tandjigora,Virginia,Fr.,6-0,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Bryan Toro,Boston College,So.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Joaquin Torres,Cal Poly,Jr.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Nathan Tozzi,Queens (NC),Jr.,6-3,MD,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Haruki Utsumi,UC Santa Barbara,Sr.,6-3,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jackson Vajda,Lafayette,So.,6-2,MD,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Diego Valles,Jacksonville,Jr.,5-9,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Max Viera,Georgetown,Sr.,5-9,M,21,,,,,,,,,,,,,,,,,4,1,,,,,,,
Kyler Vojvodic,Rhode Island,Fr.,5-9,M,15,,,,,,,,,36,2.40,,,,,,,4,0,,,,,,,
Aleksandar Vukovic,Duke,Sr.,6-4,D,14,,,,,,,,,,,,,,,,,4,1,,,,,,,
Jack Wagner,Milwaukee,So.,6-4,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Nalu Wagner,Evansville,Sr.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Curtis Wagner,Loyola Maryland,Sr.,6-3,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Zion Wharton,Brown,Jr.,-,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Donovan Williams,Ohio St.,Sr.,5-11,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Skyler Wright,Campbell,Fr.,6-2,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Joshua Yoder,Longwood,Sr.,6-2,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ludvig af Ugglas,Vermont,Fr.,6-3,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
David de la Vibora Bonilla,Marshall,So.,5-7,F,21,,,,,,,,3,,,,,,,,,4,0,,,,,,,
Paul Abbatiello,Manhattan,Jr.,5-11,D,15,,,,,,,,,,,,,,,,,3,1,,,,,,,
Sulaiman Abdul-Mateen,VCU,Jr.,5-11,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ameer Abdullah,Loyola Chicago,Jr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Kamran Acito,Duke,Sr.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Gabriel Addo,St. Bonaventure,Sr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Simon Adjakple,Yale,Jr.,6-1,FM,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Sean Adu-Gyamfi,Army West Point,Sr.,6-2,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jeffrey Aguilar,James Madison,Jr.,5-3,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Axel Agurcia,CSUN,Sr.,6-0,M,16,,,,,,,,,,,,,,,,,3,2,,,,,,,
Kwaku Agyabeng,Clemson,Fr.,-,M,16,,,,,,,,,,,,,,,,,3,1,,,,,,,
Francesco Aiello,Fla. Atlantic,Jr.,6-1,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Miles Akhigbe,St. Thomas (MN),Sr.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ulisse Alberti,CSU Bakersfield,Jr.,6-4,D,10,,,,,,,,,,,,,,,,,3,1,,,,,,,
Ignacio Alem,Akron,So.,5-10,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Fynn Allmon,Saint Mary's (CA),Jr.,6-2,D,14,,,,,,,,,,,,,,,,,3,1,,,,,,,
Beltran Alvarez,Virginia Tech,So.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
David Ambaek,Longwood,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jaiden Anderson,Queens (NC),So.,6-3,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Leo Andrade,Gardner-Webb,Sr.,-,D,16,,,,,,,,,,,,,,,,,3,1,,,,,,,
Gabe Anguil,Marquette,Sr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Beto Apolinar,San Diego St.,Sr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Justin Arias,Green Bay,Fr.,-,M,15,,,,,,,,,,,,,,,,,3,1,,,,,,,
Ola Arntsen,Wisconsin,Sr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Fernando Arteaga,Mercer,Sr.,5-9,FM,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Douglas Arveskar,Dartmouth,Jr.,6-4,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Michael Asare,Boston College,So.,6-0,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Max Asplin-Rowley,Manhattan,So.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Cesar Aubour,Cal St. Fullerton,So.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Lorenzo Avalos,Villanova,So.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Diego Avelar,Saint Joseph's,Jr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Luke Ayaz,FDU,Jr.,6-1,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Serigne Babacar Diallo,Grand Canyon,So.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
KK Baffour,Notre Dame,Sr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Rochaine Baker,UIW,So.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Will Baker,Michigan,Jr.,6-4,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mateo Balbino,Quinnipiac,Fr.,5-11,-,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jose Maria Barrera,Pacific,Sr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Colin Bastianoni,SIUE,Jr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mathias Baucher,Kansas City,Sr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mathias Bauer,San Diego,So.,6-1,D,7,,,,,,,,,,,,,,,,,3,1,,,,,,,
Noah Baumslag,Canisius,Fr.,5-10,F,15,,,,,,,,,,,,,,,,,3,1,,,,,,,
Gabriel Baylon,Oakland,Sr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jack Beerling,Colgate,Jr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ryan Belal,Wake Forest,So.,6-0,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jalen Belong,Massachusetts,Jr.,6-2,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Lucas Bergfors,USC Upstate,Fr.,5-10,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ryan Berghauer,Milwaukee,So.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Luca Bernoth,Fordham,Sr.,6-1,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nzuhri Biggar,Belmont,Fr.,6-5,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Stefan Bilinac,Omaha,Sr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ben Bischof,Loyola Chicago,Sr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Baptiste Boit,San Diego St.,Sr.,6-2,D,17,,,,,,,,,,,,,,,,,3,1,,,,,,,
Joel Bona,Rhode Island,Sr.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Diogo Branco,William & Mary,Sr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Adrian Bravo-Sanchez,Cleveland St.,So.,5-8,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nolan Brice,Xavier,So.,6-4,D,14,,,,,,,,,,,,,,,,,3,1,,,,,,,
Matteo Brossel,New Hampshire,Sr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Woody Brown,UC San Diego,So.,6-1,M,17,,,,,,,,,,,,,,,,,3,1,,,,,,,
Jack Brown,Davidson,Sr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Felix Buabeng,Dayton,Jr.,5-10,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nikolai Bull Jorgensen,Duke,Jr.,6-2,FM,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Damen Burney,William & Mary,Fr.,6-6,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tiago Campos,Gardner-Webb,Jr.,-,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Matteo Carbone,Pacific,Sr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Will Carson,George Mason,Sr.,6-1,D,15,,,,,,,,,,,,,,,,,3,1,,,,,,,
Landon Cartwright,William & Mary,Sr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Anthony Catanzaro,Central Conn. St.,Jr.,-,F,17,,2,,,,,,,35,,17,1.00,0.486,,,,3,0,,,,,,,
Lucas Cavalcante,Creighton,Fr.,-,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Adam Celik,Wofford,So.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Bruno Cellerino,Missouri St.,Fr.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Benji Chavarria,Loyola Chicago,So.,5-8,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tatenda Chigede,UIW,Jr.,6-1,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mikey Chiha,La Salle,Jr.,5-8,M,16,,,,,,,,,,,,,,,,,3,1,,,,,,,
Jorhan Chopin,USC Upstate,Sr.,6-2,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Lucas Christensen,Gardner-Webb,Sr.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Constantinos Christou,West Virginia,Sr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Dominic Cintra,Coastal Carolina,Jr.,6-1,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Lewis Clutton,LMU (CA),Sr.,5-9,FM,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Christian Combs,Drexel,Sr.,5-9,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ty Conley,Liberty,Sr.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Haroun Conteh,California Baptist,So.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Hugo Cornish,SIUE,Jr.,6-1,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Riley Cotton,Robert Morris,Fr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Wesley Cribb,Kansas City,So.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Charlie Crockford,Col. of Charleston,Sr.,6-1,-,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Giovanni Cruz,Green Bay,Fr.,5-9,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Edin Cvorovic,Southern Ind.,Fr.,6-2,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Stefano D'Agostini,Brown,So.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jonathan Dadzie,Sacramento St.,So.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Iyke Dafe,Brown,Jr.,-,D,14,,,,,,,,,,,,,,,,,3,1,,,,,,,
Jack Dancer,Drake,Fr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Israel Daniels,Stetson,Jr.,-,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Sam Danner,Saint Mary's (CA),Sr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nayan Das,Harvard,So.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Pavel Dashin,Col. of Charleston,Sr.,6-2,-,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Caleb Davis,Lipscomb,Jr.,5-9,MD,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Noah De Blasis,Louisville,So.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Sacha De Corte,Jacksonville,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Antoine DeCoteau,Mount St. Mary's,So.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Quin DeLaMater,Boston U.,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Francesco Di Turi,Merrimack,So.,5-11,D,11,,,,,,,,,,,,,,,,,3,1,,,,,,,
Henrique Dias,Canisius,Fr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Sello Diphoko,UIW,Sr.,5-9,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
William Dodzi Afawubo,Robert Morris,Sr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ethan Doud,Gonzaga,Sr.,-,-,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Cole Dougherty,Fairfield,Jr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mason Dougherty,San Francisco,Sr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Miles Douglas,Marist,Fr.,6-2,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Sebastian Drummond,Stony Brook,Fr.,6-5,D,17,,,,,,,,,,,,,,,,,3,1,,,,,,,
Kiryl Dubins,Canisius,Fr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tanner Dutra,Utah Tech,So.,6-4,MD,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Pierce Dyal,Santa Clara,Sr.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nick Dyer,Wofford,Jr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Grady Easton,Saint Louis,Sr.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Gaven Egan,Binghamton,Sr.,5-10,FM,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Zachary Ehrenpreis,Virginia,Fr.,6-4,D,18,,,,,,,,,,,,,,,,,3,1,,,,,,,
Brady Elliott,UC Riverside,So.,6-5,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Osato Enabulele,Washington,Fr.,6-2,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Chisom Ene,CSU Bakersfield,Jr.,6-4,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Christian Engmann,San Diego St.,Sr.,6-3,D,17,,,,,,,,3,,,,,,,,,3,0,,,,,,,
Paul Espinoza,Longwood,Sr.,5-6,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Babacar Fall,George Washington,Sr.,5-10,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Lucas Fernandez-Kim,Oregon St.,Sr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Braden Ferreira,UC Irvine,Jr.,6-1,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Manolo Ferreres,Butler,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Drake Fournier,Saint Louis,So.,-,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Amari Fowlkes,Bradley,So.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Caleb Frakes,Northern Ky.,So.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Theo Franca,Saint Louis,Fr.,6-2,F,24,,,,,,,,3,,,,,,,,,3,0,,,,,,,
Daniel Fregoso Bautista,San Jose St.,So.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Andres Freire,Stetson,Sr.,6-1,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ricardo Garcia,Houston Christian,Jr.,5-6,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nacho Garcia,Evansville,Sr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Daniel Garcia,CSUN,Fr.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Matty Gardner,Northeastern,Sr.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Micaah Garnette,Portland,Sr.,5-9,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tiernan Garvey,Saint Peter's,So.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Albin Gashi,Virginia,Sr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Connor Gibson,Boston College,Sr.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Johannes Gikas,Central Conn. St.,So.,-,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Kolby Godbolt,Old Dominion,Sr.,6-0,F,14,,,,,,,,,,,,,,,,,3,1,,,,,,,
Aidan Godinho,Georgetown,So.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Everson Goglia,Rhode Island,Fr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Luke Goodman,UC Davis,Sr.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Johnny Gourley,Xavier,Fr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Benjamin Graham,Western Ill.,So.,5-9,MD,19,,,,,,,,,,,,,,,,,3,1,,,,,,,
Ian Graham,Southern Ind.,Jr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Anthony Grudko,Memphis,Fr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Smith Halloran,James Madison,Fr.,6-0,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Arnor Hardarson,UNC Asheville,Fr.,5-10,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nathan Harmon,Yale,Fr.,5-11,MD,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Niels Hartman,Vermont,Sr.,6-2,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Andrew Heckenlaible,Saint Louis,So.,-,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Johan Helan,FIU,Fr.,6-3,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Matthew Henderson,Penn St.,Sr.,5-10,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Alvaro Heredia,NJIT,Sr.,5-6,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Rodrigo Hermelo,UAlbany,So.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Anthony Hernandez,Bowling Green,Jr.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jonny Hernandez,Purdue Fort Wayne,Fr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Joe Hernandez,NIU,Jr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mikey Hernandez,Wofford,Jr.,5-8,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Sebastian Hernandez,Portland,Sr.,5-10,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Fernando Hernandez,Oregon St.,Sr.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mathias Hille,Brown,Jr.,6-1,MD,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nokkvi Hjorvarsson,Bradley,Fr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Garrett Holman,Syracuse,So.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Lior Holtz,Ga. Southern,Fr.,5-10,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Eric Howard,Georgetown,Jr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jamie Howell,Binghamton,Jr.,5-5,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Dante Huckaby,West Virginia,Sr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Alexis Huneau,Dartmouth,Jr.,6-2,D,12,,,,,,,,,,,,,,,,,3,1,,,,,,,
Aaron Hurge,Ohio St.,Fr.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mohammed Ibrahim,VCU,So.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Lleyton Imparato,San Diego St.,Sr.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Stanley Isaac,ETSU,Sr.,-,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Magnus Jacobsen,Elon,Fr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
August Jacus,Western Ill.,So.,5-9,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mohammad Jamal Issa,Oakland,Sr.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Rommee Jaridly,San Diego St.,Sr.,6-0,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Andres Javitt,UMBC,Sr.,5-9,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Benji Jimenez,Cal Poly,Jr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Evan Jimerson,DePaul,So.,6-1,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ivan Jolivet,UAB,Sr.,-,M,14,,,,,,,,,,,,,,,,,3,1,,,,,,,
Liam Jones,California Baptist,Fr.,5-10,MD,16,,,,,,,,,53,3.31,16,1.00,,,,,3,0,,,,,,,
Weston Jonke,Elon,So.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Pablo Juan,Southern Ind.,Jr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Allan Juarez,California,Sr.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Florentino Junior,James Madison,Jr.,-,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Shane Kaemerle,UC Irvine,Fr.,5-8,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Luke Kalavitz,IU Indy,Sr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Abdul Kamara,George Mason,Jr.,5-8,FM,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Avaneesh Kamath,UIW,Jr.,-,-,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Paolo Kampula,Temple,Sr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Rohin Kapila,Northeastern,Sr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tarun Karumanchi,UCLA,Sr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nick Kashambuzi,Dartmouth,So.,5-10,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Baronyi Kengeye,Santa Clara,Sr.,5-11,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tucker Kern,Air Force,Fr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Roman Khela,NIU,Fr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jack Kiefer,Grand Canyon,Fr.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Marci Killeen,Boston College,Jr.,6-0,M,13,,,,,,,,,,,,,,,,,3,1,,,,,,,
Preston Kipnusu,Drake,So.,6-4,F,15,,4,,,,,,,30,,15,1.00,0.500,,,,3,0,,,,,,,
Charlie Kitch,Elon,Jr.,6-5,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Simon Klevberg,St. Thomas (MN),Sr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Niklas Kneller,Niagara,Sr.,6-4,FM,,,,,,,,,,,,,,,,,,3,0,,,,,,,
TJ Knight,Saint Mary's (CA),Sr.,6-0,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Victor Koah,Robert Morris,Sr.,6-0,MD,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tweneboa Kodua,Oral Roberts,So.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Felix Kogler,Jacksonville,Sr.,6-3,F,18,,,,,,,,,,,17,0.94,,,,,3,0,,,,,,,
Evan Kraenzel,UIW,Fr.,-,-,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mathias Krohnstad,Old Dominion,Fr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
